ts,rate
1776758400000,0.0001
1776787200000,0.0001
1776816000000,-2.08429342518e-05
1776844800000,0.0001
1776873600000,0.0001
1776902400000,0.0001
1776931200000,-0.0002051751409736
1776960000000,6.81326333153e-05
1776988800000,0.0001
1777017600000,0.0001
1777046400000,0.0001
1777075200000,0.0001
1777104000000,0.0001
1777132800000,0.0001
1777161600000,-9.76339449227e-05
1777190400000,0.0001
1777219200000,0.0001
1777248000000,0.0001
1777276800000,-0.0001249340569881
1777305600000,-0.0002729684707093
1777334400000,-0.0001274927558636
1777363200000,0.0001
1777392000000,0.0001
1777420800000,0.0001
1777449600000,0.0001
1777478400000,0.0001
1777507200000,-0.0001614346116258
1777536000000,2.81432210017e-05
1777564800000,0.0001
1777593600000,-3.58546756652e-05
1777622400000,0.0001
1777651200000,0.0001
1777680000000,0.0001
1777708800000,-4.60324239963e-05
1777737600000,0.0001
1777766400000,0.0001
1777795200000,-4.77743794569e-05
1777824000000,0.0001
1777852800000,0.0001
1777881600000,0.0001
1777910400000,6.20941705655e-05
1777939200000,0.0001
1777968000000,0.0001
1777996800000,0.0001
1778025600000,0.0001
1778054400000,0.0001
1778083200000,0.0001
1778112000000,0.0001
1778140800000,0.0001
1778169600000,0.0001
1778198400000,0.0001
1778227200000,0.0001
1778256000000,0.0001
1778284800000,0.0001
1778313600000,0.0001
1778342400000,0.0001
1778371200000,1.30343913059e-05
1778400000000,3.91362492199e-05
1778428800000,0.0001
1778457600000,0.0001
1778486400000,-3.0863177385e-05
1778515200000,-8.1952406156e-06
1778544000000,0.0001
1778572800000,2.20868422798e-05
1778601600000,-8.35819088717e-05
1778630400000,-0.0001469609276507
1778659200000,-0.0001252533971482
1778688000000,-2.12473887561e-05
1778716800000,3.84721920768e-05
1778745600000,8.12066751501e-05
1778774400000,-2.14175597603e-05
1778803200000,0.0001
1778832000000,-1.20585727582e-05
1778860800000,1.8452701406e-06
1778889600000,0.0001
1778918400000,-3.6706385249e-06
1778947200000,-0.000115292004741
1778976000000,0.0001
1779004800000,0.0001
1779033600000,-0.0001297409443401
1779062400000,3.11424747952e-05
1779091200000,0.0001
1779120000000,-4.04996259706e-05
1779148800000,0.0001
1779177600000,0.0001
1779206400000,3.49163457006e-05
1779235200000,0.0001
1779264000000,0.0001
1779292800000,8.16428234434e-05
1779321600000,0.0001
1779350400000,0.0001
1779379200000,1.51872548709e-05
1779408000000,0.0001
1779436800000,0.0001
1779465600000,0.0001
1779494400000,4.64966403818e-05
1779523200000,-0.0001012103923133
1779552000000,-5.44495145994e-05
1779580800000,8.04811106006e-05
1779609600000,7.32056029316e-05
1779638400000,-6.7905778722e-06
1779667200000,-0.0001082258632046
1779696000000,4.9857655843e-06
1779724800000,0.0001
1779753600000,0.0001
1779782400000,-1.21511727033e-05
1779811200000,0.0001
1779840000000,-9.87258897487e-05
1779868800000,0.0001
1779897600000,0.0001
1779926400000,3.33711367431e-05
1779955200000,-0.0001490986808405
1779984000000,-5.1418073913e-06
1780012800000,9.54128006178e-05
1780041600000,0.0001
1780070400000,0.0001
1780099200000,-4.86142513882e-05
1780128000000,-6.47190481956e-05
1780156800000,-0.0001686439944636
1780185600000,-1.98937255046e-05
1780214400000,5.01441465493e-05
1780243200000,2.13719759752e-05
1780272000000,0.0001
1780300800000,8.96275959063e-05
1780329600000,-9.22192701084e-05
1780358400000,5.77443310315e-05
1780387200000,-0.0001307761904033
1780416000000,-0.0001686456235966
1780444800000,2.09037268961e-05
1780473600000,6.15940990388e-05
1780502400000,0.0001
1780531200000,1.65676643479e-05
1780560000000,0.0001
1780588800000,-1.12872129085e-05
1780617600000,0.0001
1780646400000,0.0001
1780675200000,2.63770467671e-05
1780704000000,-0.0001034051714932
1780732800000,4.31600433618e-05
1780761600000,-4.37085718917e-05
1780790400000,-4.46895824015e-05
1780819200000,-8.90131677039e-05
1780848000000,-0.000192518173822
1780876800000,6.21275844554e-05
1780905600000,-6.43089737605e-05
1780934400000,2.25004064568e-05
1780963200000,-0.0001138133294905
1780992000000,7.22900561109e-05
1781020800000,2.76358058886e-05
1781049600000,0.0001
1781078400000,-4.90725698574e-05
1781107200000,4.23853411322e-05
